"tmpd","date","month","year","tempc"
47.5,1991-03-20,"3",1991,8.61111111111111
60,1991-03-21,"3",1991,15.5555555555556
55,1991-03-22,"3",1991,12.7777777777778
47,1991-03-23,"3",1991,8.33333333333333
45,1991-03-24,"3",1991,7.22222222222222
49,1991-03-25,"3",1991,9.44444444444444
63,1991-03-26,"3",1991,17.2222222222222
56,1991-03-27,"3",1991,13.3333333333333
42,1991-03-28,"3",1991,5.55555555555556
30.5,1991-03-29,"3",1991,-0.833333333333333
33,1991-03-30,"3",1991,0.555555555555556
43.5,1991-03-31,"3",1991,6.38888888888889
41,1991-04-01,"4",1991,5
39,1991-04-02,"4",1991,3.88888888888889
51,1991-04-03,"4",1991,10.5555555555556
52.5,1991-04-04,"4",1991,11.3888888888889
60,1991-04-05,"4",1991,15.5555555555556
70,1991-04-06,"4",1991,21.1111111111111
69,1991-04-07,"4",1991,20.5555555555556
65.5,1991-04-08,"4",1991,18.6111111111111
44,1991-04-09,"4",1991,6.66666666666667
43.5,1991-04-10,"4",1991,6.38888888888889
38,1991-04-11,"4",1991,3.33333333333333
44,1991-04-12,"4",1991,6.66666666666667
45.5,1991-04-13,"4",1991,7.5
58.5,1991-04-14,"4",1991,14.7222222222222
53,1991-04-15,"4",1991,11.6666666666667
53,1991-04-16,"4",1991,11.6666666666667
47.5,1991-04-17,"4",1991,8.61111111111111
46,1991-04-18,"4",1991,7.77777777777778
46.5,1991-04-19,"4",1991,8.05555555555556
40.5,1991-04-20,"4",1991,4.72222222222222
44.5,1991-04-21,"4",1991,6.94444444444444
48,1991-04-22,"4",1991,8.88888888888889
50,1991-04-23,"4",1991,10
50.5,1991-04-24,"4",1991,10.2777777777778
53.5,1991-04-25,"4",1991,11.9444444444444
59.5,1991-04-26,"4",1991,15.2777777777778
64.5,1991-04-27,"4",1991,18.0555555555556
64.5,1991-04-28,"4",1991,18.0555555555556
64,1991-04-29,"4",1991,17.7777777777778
57.5,1991-04-30,"4",1991,14.1666666666667
52.5,1991-05-01,"5",1991,11.3888888888889
55,1991-05-02,"5",1991,12.7777777777778
46.5,1991-05-03,"5",1991,8.05555555555556
52,1991-05-04,"5",1991,11.1111111111111
56,1991-05-05,"5",1991,13.3333333333333
45,1991-05-06,"5",1991,7.22222222222222
53,1991-05-07,"5",1991,11.6666666666667
55,1991-05-08,"5",1991,12.7777777777778
62,1991-05-09,"5",1991,16.6666666666667
65,1991-05-10,"5",1991,18.3333333333333
70.5,1991-05-11,"5",1991,21.3888888888889
74.5,1991-05-12,"5",1991,23.6111111111111
76,1991-05-13,"5",1991,24.4444444444444
74,1991-05-14,"5",1991,23.3333333333333
72.5,1991-05-15,"5",1991,22.5
73.5,1991-05-16,"5",1991,23.0555555555556
60,1991-05-17,"5",1991,15.5555555555556
50,1991-05-18,"5",1991,10
54.5,1991-05-19,"5",1991,12.5
60.5,1991-05-20,"5",1991,15.8333333333333
68.5,1991-05-21,"5",1991,20.2777777777778
74.5,1991-05-22,"5",1991,23.6111111111111
74,1991-05-23,"5",1991,23.3333333333333
77.5,1991-05-24,"5",1991,25.2777777777778
67,1991-05-25,"5",1991,19.4444444444444
76,1991-05-26,"5",1991,24.4444444444444
77.5,1991-05-27,"5",1991,25.2777777777778
80.5,1991-05-28,"5",1991,26.9444444444444
79,1991-05-29,"5",1991,26.1111111111111
77.5,1991-05-30,"5",1991,25.2777777777778
77.5,1991-05-31,"5",1991,25.2777777777778
74.5,1991-06-01,"6",1991,23.6111111111111
72.5,1991-06-02,"6",1991,22.5
69,1991-06-03,"6",1991,20.5555555555556
61.5,1991-06-04,"6",1991,16.3888888888889
61,1991-06-05,"6",1991,16.1111111111111
62,1991-06-06,"6",1991,16.6666666666667
65.5,1991-06-07,"6",1991,18.6111111111111
67.5,1991-06-08,"6",1991,19.7222222222222
72.5,1991-06-09,"6",1991,22.5
75,1991-06-10,"6",1991,23.8888888888889
73,1991-06-11,"6",1991,22.7777777777778
71.5,1991-06-12,"6",1991,21.9444444444444
73.5,1991-06-13,"6",1991,23.0555555555556
83,1991-06-14,"6",1991,28.3333333333333
77.5,1991-06-15,"6",1991,25.2777777777778
69.5,1991-06-16,"6",1991,20.8333333333333
69,1991-06-17,"6",1991,20.5555555555556
71,1991-06-18,"6",1991,21.6666666666667
72.5,1991-06-19,"6",1991,22.5
78.5,1991-06-20,"6",1991,25.8333333333333
78,1991-06-21,"6",1991,25.5555555555556
64.5,1991-06-22,"6",1991,18.0555555555556
68,1991-06-23,"6",1991,20
69,1991-06-24,"6",1991,20.5555555555556
71.5,1991-06-25,"6",1991,21.9444444444444
78.5,1991-06-26,"6",1991,25.8333333333333
81.5,1991-06-27,"6",1991,27.5
79.5,1991-06-28,"6",1991,26.3888888888889
84,1991-06-29,"6",1991,28.8888888888889
74,1991-06-30,"6",1991,23.3333333333333
81,1991-07-01,"7",1991,27.2222222222222
82,1991-07-02,"7",1991,27.7777777777778
78.5,1991-07-03,"7",1991,25.8333333333333
73,1991-07-04,"7",1991,22.7777777777778
75.5,1991-07-05,"7",1991,24.1666666666667
81,1991-07-06,"7",1991,27.2222222222222
80,1991-07-07,"7",1991,26.6666666666667
71,1991-07-08,"7",1991,21.6666666666667
71.5,1991-07-09,"7",1991,21.9444444444444
70.5,1991-07-10,"7",1991,21.3888888888889
76,1991-07-11,"7",1991,24.4444444444444
79,1991-07-12,"7",1991,26.1111111111111
72,1991-07-13,"7",1991,22.2222222222222
69.5,1991-07-14,"7",1991,20.8333333333333
70.5,1991-07-15,"7",1991,21.3888888888889
76,1991-07-16,"7",1991,24.4444444444444
78.5,1991-07-17,"7",1991,25.8333333333333
83,1991-07-18,"7",1991,28.3333333333333
85.5,1991-07-19,"7",1991,29.7222222222222
85,1991-07-20,"7",1991,29.4444444444444
83,1991-07-21,"7",1991,28.3333333333333
88,1991-07-22,"7",1991,31.1111111111111
74.5,1991-07-23,"7",1991,23.6111111111111
70.5,1991-07-24,"7",1991,21.3888888888889
68,1991-07-25,"7",1991,20
66,1991-07-26,"7",1991,18.8888888888889
66.5,1991-07-27,"7",1991,19.1666666666667
73.5,1991-07-28,"7",1991,23.0555555555556
70,1991-07-29,"7",1991,21.1111111111111
66.5,1991-07-30,"7",1991,19.1666666666667
75.5,1991-07-31,"7",1991,24.1666666666667
78.5,1991-08-01,"8",1991,25.8333333333333
83.5,1991-08-02,"8",1991,28.6111111111111
71,1991-08-03,"8",1991,21.6666666666667
69,1991-08-04,"8",1991,20.5555555555556
68,1991-08-05,"8",1991,20
71.5,1991-08-06,"8",1991,21.9444444444444
72.5,1991-08-07,"8",1991,22.5
67.5,1991-08-08,"8",1991,19.7222222222222
69.5,1991-08-09,"8",1991,20.8333333333333
70,1991-08-10,"8",1991,21.1111111111111
68,1991-08-11,"8",1991,20
67.5,1991-08-12,"8",1991,19.7222222222222
70.5,1991-08-13,"8",1991,21.3888888888889
71.5,1991-08-14,"8",1991,21.9444444444444
77,1991-08-15,"8",1991,25
76.5,1991-08-16,"8",1991,24.7222222222222
75,1991-08-17,"8",1991,23.8888888888889
74,1991-08-18,"8",1991,23.3333333333333
64.5,1991-08-19,"8",1991,18.0555555555556
67,1991-08-20,"8",1991,19.4444444444444
68.5,1991-08-21,"8",1991,20.2777777777778
78,1991-08-22,"8",1991,25.5555555555556
70.5,1991-08-23,"8",1991,21.3888888888889
75.5,1991-08-24,"8",1991,24.1666666666667
81,1991-08-25,"8",1991,27.2222222222222
80,1991-08-26,"8",1991,26.6666666666667
81,1991-08-27,"8",1991,27.2222222222222
81.5,1991-08-28,"8",1991,27.5
82.5,1991-08-29,"8",1991,28.0555555555556
79,1991-08-30,"8",1991,26.1111111111111
71.5,1991-08-31,"8",1991,21.9444444444444
66.5,1991-09-01,"9",1991,19.1666666666667
73.5,1991-09-02,"9",1991,23.0555555555556
77,1991-09-03,"9",1991,25
67,1991-09-04,"9",1991,19.4444444444444
66,1991-09-05,"9",1991,18.8888888888889
70,1991-09-06,"9",1991,21.1111111111111
75.5,1991-09-07,"9",1991,24.1666666666667
76.5,1991-09-08,"9",1991,24.7222222222222
82,1991-09-09,"9",1991,27.7777777777778
73.5,1991-09-10,"9",1991,23.0555555555556
67.5,1991-09-11,"9",1991,19.7222222222222
70.5,1991-09-12,"9",1991,21.3888888888889
73.5,1991-09-13,"9",1991,23.0555555555556
79,1991-09-14,"9",1991,26.1111111111111
81.5,1991-09-15,"9",1991,27.5
69,1991-09-16,"9",1991,20.5555555555556
63.5,1991-09-17,"9",1991,17.5
56.5,1991-09-18,"9",1991,13.6111111111111
47,1991-09-19,"9",1991,8.33333333333333
47.5,1991-09-20,"9",1991,8.61111111111111
54.5,1991-09-21,"9",1991,12.5
58.5,1991-09-22,"9",1991,14.7222222222222
53.5,1991-09-23,"9",1991,11.9444444444444
48,1991-09-24,"9",1991,8.88888888888889
54,1991-09-25,"9",1991,12.2222222222222
50.5,1991-09-26,"9",1991,10.2777777777778
46.5,1991-09-27,"9",1991,8.05555555555556
49.5,1991-09-28,"9",1991,9.72222222222222
53.5,1991-09-29,"9",1991,11.9444444444444
67.5,1991-09-30,"9",1991,19.7222222222222
59,1991-10-01,"10",1991,15
69,1991-10-02,"10",1991,20.5555555555556
62.5,1991-10-03,"10",1991,16.9444444444444
56,1991-10-04,"10",1991,13.3333333333333
48,1991-10-05,"10",1991,8.88888888888889
44,1991-10-06,"10",1991,6.66666666666667
45,1991-10-07,"10",1991,7.22222222222222
62.5,1991-10-08,"10",1991,16.9444444444444
61.5,1991-10-09,"10",1991,16.3888888888889
53.5,1991-10-10,"10",1991,11.9444444444444
56,1991-10-11,"10",1991,13.3333333333333
48.5,1991-10-12,"10",1991,9.16666666666667
46,1991-10-13,"10",1991,7.77777777777778
50.5,1991-10-14,"10",1991,10.2777777777778
41.5,1991-10-15,"10",1991,5.27777777777778
45.5,1991-10-16,"10",1991,7.5
61.5,1991-10-17,"10",1991,16.3888888888889
44.5,1991-10-18,"10",1991,6.94444444444444
38,1991-10-19,"10",1991,3.33333333333333
41.5,1991-10-20,"10",1991,5.27777777777778
50.5,1991-10-21,"10",1991,10.2777777777778
64,1991-10-22,"10",1991,17.7777777777778
66.5,1991-10-23,"10",1991,19.1666666666667
68,1991-10-24,"10",1991,20
58.5,1991-10-25,"10",1991,14.7222222222222
50.5,1991-10-26,"10",1991,10.2777777777778
50,1991-10-27,"10",1991,10
55,1991-10-28,"10",1991,12.7777777777778
63.5,1991-10-29,"10",1991,17.5
46.5,1991-10-30,"10",1991,8.05555555555556
48,1991-10-31,"10",1991,8.88888888888889
43.5,1991-11-01,"11",1991,6.38888888888889
25,1991-11-02,"11",1991,-3.88888888888889
18.5,1991-11-03,"11",1991,-7.5
18.5,1991-11-04,"11",1991,-7.5
28,1991-11-05,"11",1991,-2.22222222222222
28.5,1991-11-06,"11",1991,-1.94444444444444
20,1991-11-07,"11",1991,-6.66666666666667
22,1991-11-08,"11",1991,-5.55555555555556
26,1991-11-09,"11",1991,-3.33333333333333
33,1991-11-10,"11",1991,0.555555555555556
34.5,1991-11-11,"11",1991,1.38888888888889
35,1991-11-12,"11",1991,1.66666666666667
45.5,1991-11-13,"11",1991,7.5
48,1991-11-14,"11",1991,8.88888888888889
50,1991-11-15,"11",1991,10
41,1991-11-16,"11",1991,5
42.5,1991-11-17,"11",1991,5.83333333333333
57,1991-11-18,"11",1991,13.8888888888889
57,1991-11-19,"11",1991,13.8888888888889
40.5,1991-11-20,"11",1991,4.72222222222222
40,1991-11-21,"11",1991,4.44444444444444
43.5,1991-11-22,"11",1991,6.38888888888889
34.5,1991-11-23,"11",1991,1.38888888888889
23,1991-11-24,"11",1991,-5
17.5,1991-11-25,"11",1991,-8.05555555555556
23,1991-11-26,"11",1991,-5
38.5,1991-11-27,"11",1991,3.61111111111111
36,1991-11-28,"11",1991,2.22222222222222
49,1991-11-29,"11",1991,9.44444444444444
43.5,1991-11-30,"11",1991,6.38888888888889
27,1991-12-01,"12",1991,-2.77777777777778
30.5,1991-12-02,"12",1991,-0.833333333333333
22,1991-12-03,"12",1991,-5.55555555555556
8,1991-12-04,"12",1991,-13.3333333333333
20.5,1991-12-05,"12",1991,-6.38888888888889
24,1991-12-06,"12",1991,-4.44444444444444
44,1991-12-07,"12",1991,6.66666666666667
49,1991-12-08,"12",1991,9.44444444444444
35.5,1991-12-09,"12",1991,1.94444444444444
38.5,1991-12-10,"12",1991,3.61111111111111
40,1991-12-11,"12",1991,4.44444444444444
49,1991-12-12,"12",1991,9.44444444444444
37.5,1991-12-13,"12",1991,3.05555555555556
29,1991-12-14,"12",1991,-1.66666666666667
18,1991-12-15,"12",1991,-7.77777777777778
21,1991-12-16,"12",1991,-6.11111111111111
28.5,1991-12-17,"12",1991,-1.94444444444444
15.5,1991-12-18,"12",1991,-9.16666666666667
19,1991-12-19,"12",1991,-7.22222222222222
32.5,1991-12-20,"12",1991,0.277777777777778
31,1991-12-21,"12",1991,-0.555555555555556
32.5,1991-12-22,"12",1991,0.277777777777778
30.5,1991-12-23,"12",1991,-0.833333333333333
30,1991-12-24,"12",1991,-1.11111111111111
30,1991-12-25,"12",1991,-1.11111111111111
35.5,1991-12-26,"12",1991,1.94444444444444
35.5,1991-12-27,"12",1991,1.94444444444444
35,1991-12-28,"12",1991,1.66666666666667
32.5,1991-12-29,"12",1991,0.277777777777778
34,1991-12-30,"12",1991,1.11111111111111
33,1991-12-31,"12",1991,0.555555555555556
33.5,1992-01-01,"1",1992,0.833333333333333
39.5,1992-01-02,"1",1992,4.16666666666667
38.5,1992-01-03,"1",1992,3.61111111111111
35,1992-01-04,"1",1992,1.66666666666667
35,1992-01-05,"1",1992,1.66666666666667
35,1992-01-06,"1",1992,1.66666666666667
34.5,1992-01-07,"1",1992,1.38888888888889
38.5,1992-01-08,"1",1992,3.61111111111111
38,1992-01-09,"1",1992,3.33333333333333
30,1992-01-10,"1",1992,-1.11111111111111
36,1992-01-11,"1",1992,2.22222222222222
36.5,1992-01-12,"1",1992,2.5
32.5,1992-01-13,"1",1992,0.277777777777778
20.5,1992-01-14,"1",1992,-6.38888888888889
6,1992-01-15,"1",1992,-14.4444444444444
7.5,1992-01-16,"1",1992,-13.6111111111111
21,1992-01-17,"1",1992,-6.11111111111111
5.5,1992-01-18,"1",1992,-14.7222222222222
14.5,1992-01-19,"1",1992,-9.72222222222222
24,1992-01-20,"1",1992,-4.44444444444444
33.5,1992-01-21,"1",1992,0.833333333333333
35.5,1992-01-22,"1",1992,1.94444444444444
28.5,1992-01-23,"1",1992,-1.94444444444444
18.5,1992-01-24,"1",1992,-7.5
25,1992-01-25,"1",1992,-3.88888888888889
19.5,1992-01-26,"1",1992,-6.94444444444444
30,1992-01-27,"1",1992,-1.11111111111111
29.5,1992-01-28,"1",1992,-1.38888888888889
30,1992-01-29,"1",1992,-1.11111111111111
33.5,1992-01-30,"1",1992,0.833333333333333
32,1992-01-31,"1",1992,0
30.5,1992-02-01,"2",1992,-0.833333333333333
37.5,1992-02-02,"2",1992,3.05555555555556
43.5,1992-02-03,"2",1992,6.38888888888889
36,1992-02-04,"2",1992,2.22222222222222
32.5,1992-02-05,"2",1992,0.277777777777778
34.5,1992-02-06,"2",1992,1.38888888888889
28,1992-02-07,"2",1992,-2.22222222222222
18.5,1992-02-08,"2",1992,-7.5
17.5,1992-02-09,"2",1992,-8.05555555555556
31,1992-02-10,"2",1992,-0.555555555555556
27,1992-02-11,"2",1992,-2.77777777777778
23.5,1992-02-12,"2",1992,-4.72222222222222
30,1992-02-13,"2",1992,-1.11111111111111
33,1992-02-14,"2",1992,0.555555555555556
35,1992-02-15,"2",1992,1.66666666666667
34,1992-02-16,"2",1992,1.11111111111111
37.5,1992-02-17,"2",1992,3.05555555555556
40.5,1992-02-18,"2",1992,4.72222222222222
37.5,1992-02-19,"2",1992,3.05555555555556
39.5,1992-02-20,"2",1992,4.16666666666667
31.5,1992-02-21,"2",1992,-0.277777777777778
42,1992-02-22,"2",1992,5.55555555555556
37,1992-02-23,"2",1992,2.77777777777778
36,1992-02-24,"2",1992,2.22222222222222
33.5,1992-02-25,"2",1992,0.833333333333333
33.5,1992-02-26,"2",1992,0.833333333333333
39.5,1992-02-27,"2",1992,4.16666666666667
39.5,1992-02-28,"2",1992,4.16666666666667
30,1992-02-29,"2",1992,-1.11111111111111
54,1992-03-01,"3",1992,12.2222222222222
45.5,1992-03-02,"3",1992,7.5
38,1992-03-03,"3",1992,3.33333333333333
49,1992-03-04,"3",1992,9.44444444444444
53,1992-03-05,"3",1992,11.6666666666667
55.5,1992-03-06,"3",1992,13.0555555555556
48,1992-03-07,"3",1992,8.88888888888889
52.5,1992-03-08,"3",1992,11.3888888888889
44,1992-03-09,"3",1992,6.66666666666667
20.5,1992-03-10,"3",1992,-6.38888888888889
19.5,1992-03-11,"3",1992,-6.94444444444444
22.5,1992-03-12,"3",1992,-5.27777777777778
25.5,1992-03-13,"3",1992,-3.61111111111111
29,1992-03-14,"3",1992,-1.66666666666667
29,1992-03-15,"3",1992,-1.66666666666667
34.5,1992-03-16,"3",1992,1.38888888888889
38,1992-03-17,"3",1992,3.33333333333333
34,1992-03-18,"3",1992,1.11111111111111
36,1992-03-19,"3",1992,2.22222222222222
35,1992-03-20,"3",1992,1.66666666666667
30.5,1992-03-21,"3",1992,-0.833333333333333
27.5,1992-03-22,"3",1992,-2.5
30.5,1992-03-23,"3",1992,-0.833333333333333
43,1992-03-24,"3",1992,6.11111111111111
44.5,1992-03-25,"3",1992,6.94444444444444
41.5,1992-03-26,"3",1992,5.27777777777778
34,1992-03-27,"3",1992,1.11111111111111
36,1992-03-28,"3",1992,2.22222222222222
39.5,1992-03-29,"3",1992,4.16666666666667
42,1992-03-30,"3",1992,5.55555555555556
41.5,1992-03-31,"3",1992,5.27777777777778
33.5,1992-04-01,"4",1992,0.833333333333333
31.5,1992-04-02,"4",1992,-0.277777777777778
38,1992-04-03,"4",1992,3.33333333333333
36.5,1992-04-04,"4",1992,2.5
38.5,1992-04-05,"4",1992,3.61111111111111
49.5,1992-04-06,"4",1992,9.72222222222222
52,1992-04-07,"4",1992,11.1111111111111
50.5,1992-04-08,"4",1992,10.2777777777778
48,1992-04-09,"4",1992,8.88888888888889
57.5,1992-04-10,"4",1992,14.1666666666667
49.5,1992-04-11,"4",1992,9.72222222222222
37,1992-04-12,"4",1992,2.77777777777778
38,1992-04-13,"4",1992,3.33333333333333
42,1992-04-14,"4",1992,5.55555555555556
48.5,1992-04-15,"4",1992,9.16666666666667
53,1992-04-16,"4",1992,11.6666666666667
41.5,1992-04-17,"4",1992,5.27777777777778
51,1992-04-18,"4",1992,10.5555555555556
65.5,1992-04-19,"4",1992,18.6111111111111
66,1992-04-20,"4",1992,18.8888888888889
48,1992-04-21,"4",1992,8.88888888888889
43,1992-04-22,"4",1992,6.11111111111111
48.5,1992-04-23,"4",1992,9.16666666666667
44.5,1992-04-24,"4",1992,6.94444444444444
43.5,1992-04-25,"4",1992,6.38888888888889
46.5,1992-04-26,"4",1992,8.05555555555556
40.5,1992-04-27,"4",1992,4.72222222222222
44,1992-04-28,"4",1992,6.66666666666667
58.5,1992-04-29,"4",1992,14.7222222222222
49.5,1992-04-30,"4",1992,9.72222222222222
64.5,1992-05-01,"5",1992,18.0555555555556
64,1992-05-02,"5",1992,17.7777777777778
48.5,1992-05-03,"5",1992,9.16666666666667
44,1992-05-04,"5",1992,6.66666666666667
43.5,1992-05-05,"5",1992,6.38888888888889
44.5,1992-05-06,"5",1992,6.94444444444444
52,1992-05-07,"5",1992,11.1111111111111
56,1992-05-08,"5",1992,13.3333333333333
58.5,1992-05-09,"5",1992,14.7222222222222
65.5,1992-05-10,"5",1992,18.6111111111111
72,1992-05-11,"5",1992,22.2222222222222
69,1992-05-12,"5",1992,20.5555555555556
55,1992-05-13,"5",1992,12.7777777777778
54,1992-05-14,"5",1992,12.2222222222222
60.5,1992-05-15,"5",1992,15.8333333333333
73,1992-05-16,"5",1992,22.7777777777778
67.5,1992-05-17,"5",1992,19.7222222222222
52,1992-05-18,"5",1992,11.1111111111111
57.5,1992-05-19,"5",1992,14.1666666666667
67,1992-05-20,"5",1992,19.4444444444444
71,1992-05-21,"5",1992,21.6666666666667
73.5,1992-05-22,"5",1992,23.0555555555556
55,1992-05-23,"5",1992,12.7777777777778
40.5,1992-05-24,"5",1992,4.72222222222222
41,1992-05-25,"5",1992,5
44,1992-05-26,"5",1992,6.66666666666667
48,1992-05-27,"5",1992,8.88888888888889
50.5,1992-05-28,"5",1992,10.2777777777778
55,1992-05-29,"5",1992,12.7777777777778
58,1992-05-30,"5",1992,14.4444444444444
60,1992-05-31,"5",1992,15.5555555555556
59,1992-06-01,"6",1992,15
61.5,1992-06-02,"6",1992,16.3888888888889
65,1992-06-03,"6",1992,18.3333333333333
65.5,1992-06-04,"6",1992,18.6111111111111
67.5,1992-06-05,"6",1992,19.7222222222222
67.5,1992-06-06,"6",1992,19.7222222222222
66.5,1992-06-07,"6",1992,19.1666666666667
62,1992-06-08,"6",1992,16.6666666666667
65,1992-06-09,"6",1992,18.3333333333333
64,1992-06-10,"6",1992,17.7777777777778
67,1992-06-11,"6",1992,19.4444444444444
69,1992-06-12,"6",1992,20.5555555555556
73.5,1992-06-13,"6",1992,23.0555555555556
75.5,1992-06-14,"6",1992,24.1666666666667
71,1992-06-15,"6",1992,21.6666666666667
75.5,1992-06-16,"6",1992,24.1666666666667
75.5,1992-06-17,"6",1992,24.1666666666667
73,1992-06-18,"6",1992,22.7777777777778
59.5,1992-06-19,"6",1992,15.2777777777778
51.5,1992-06-20,"6",1992,10.8333333333333
49,1992-06-21,"6",1992,9.44444444444444
52.5,1992-06-22,"6",1992,11.3888888888889
66,1992-06-23,"6",1992,18.8888888888889
62.5,1992-06-24,"6",1992,16.9444444444444
64,1992-06-25,"6",1992,17.7777777777778
61.5,1992-06-26,"6",1992,16.3888888888889
58,1992-06-27,"6",1992,14.4444444444444
62,1992-06-28,"6",1992,16.6666666666667
71.5,1992-06-29,"6",1992,21.9444444444444
66.5,1992-06-30,"6",1992,19.1666666666667
74.5,1992-07-01,"7",1992,23.6111111111111
77,1992-07-02,"7",1992,25
67,1992-07-03,"7",1992,19.4444444444444
71,1992-07-04,"7",1992,21.6666666666667
68.5,1992-07-05,"7",1992,20.2777777777778
66,1992-07-06,"7",1992,18.8888888888889
67.5,1992-07-07,"7",1992,19.7222222222222
79.5,1992-07-08,"7",1992,26.3888888888889
74,1992-07-09,"7",1992,23.3333333333333
76.5,1992-07-10,"7",1992,24.7222222222222
73,1992-07-11,"7",1992,22.7777777777778
73.5,1992-07-12,"7",1992,23.0555555555556
69.5,1992-07-13,"7",1992,20.8333333333333
65,1992-07-14,"7",1992,18.3333333333333
68,1992-07-15,"7",1992,20
68,1992-07-16,"7",1992,20
74,1992-07-17,"7",1992,23.3333333333333
68,1992-07-18,"7",1992,20
72.5,1992-07-19,"7",1992,22.5
68,1992-07-20,"7",1992,20
62,1992-07-21,"7",1992,16.6666666666667
63.5,1992-07-22,"7",1992,17.5
62.5,1992-07-23,"7",1992,16.9444444444444
67,1992-07-24,"7",1992,19.4444444444444
67.5,1992-07-25,"7",1992,19.7222222222222
74,1992-07-26,"7",1992,23.3333333333333
71.5,1992-07-27,"7",1992,21.9444444444444
71.5,1992-07-28,"7",1992,21.9444444444444
66.5,1992-07-29,"7",1992,19.1666666666667
61.5,1992-07-30,"7",1992,16.3888888888889
67,1992-07-31,"7",1992,19.4444444444444
68,1992-08-01,"8",1992,20
69,1992-08-02,"8",1992,20.5555555555556
65.5,1992-08-03,"8",1992,18.6111111111111
62.5,1992-08-04,"8",1992,16.9444444444444
63,1992-08-05,"8",1992,17.2222222222222
67.5,1992-08-06,"8",1992,19.7222222222222
68.5,1992-08-07,"8",1992,20.2777777777778
75.5,1992-08-08,"8",1992,24.1666666666667
80,1992-08-09,"8",1992,26.6666666666667
79,1992-08-10,"8",1992,26.1111111111111
70,1992-08-11,"8",1992,21.1111111111111
62,1992-08-12,"8",1992,16.6666666666667
60.5,1992-08-13,"8",1992,15.8333333333333
61,1992-08-14,"8",1992,16.1111111111111
62,1992-08-15,"8",1992,16.6666666666667
63,1992-08-16,"8",1992,17.2222222222222
63,1992-08-17,"8",1992,17.2222222222222
66,1992-08-18,"8",1992,18.8888888888889
63,1992-08-19,"8",1992,17.2222222222222
62,1992-08-20,"8",1992,16.6666666666667
64.5,1992-08-21,"8",1992,18.0555555555556
67,1992-08-22,"8",1992,19.4444444444444
75,1992-08-23,"8",1992,23.8888888888889
78.5,1992-08-24,"8",1992,25.8333333333333
79,1992-08-25,"8",1992,26.1111111111111
66.5,1992-08-26,"8",1992,19.1666666666667
59.5,1992-08-27,"8",1992,15.2777777777778
59.5,1992-08-28,"8",1992,15.2777777777778
65,1992-08-29,"8",1992,18.3333333333333
66,1992-08-30,"8",1992,18.8888888888889
63.5,1992-08-31,"8",1992,17.5
63,1992-09-01,"9",1992,17.2222222222222
70,1992-09-02,"9",1992,21.1111111111111
67.5,1992-09-03,"9",1992,19.7222222222222
65.5,1992-09-04,"9",1992,18.6111111111111
70.5,1992-09-05,"9",1992,21.3888888888889
75,1992-09-06,"9",1992,23.8888888888889
73.5,1992-09-07,"9",1992,23.0555555555556
64,1992-09-08,"9",1992,17.7777777777778
63,1992-09-09,"9",1992,17.2222222222222
60,1992-09-10,"9",1992,15.5555555555556
58,1992-09-11,"9",1992,14.4444444444444
62,1992-09-12,"9",1992,16.6666666666667
67.5,1992-09-13,"9",1992,19.7222222222222
72.5,1992-09-14,"9",1992,22.5
76.5,1992-09-15,"9",1992,24.7222222222222
77,1992-09-16,"9",1992,25
71.5,1992-09-17,"9",1992,21.9444444444444
62,1992-09-18,"9",1992,16.6666666666667
53.5,1992-09-19,"9",1992,11.9444444444444
59,1992-09-20,"9",1992,15
64,1992-09-21,"9",1992,17.7777777777778
51.5,1992-09-22,"9",1992,10.8333333333333
49.5,1992-09-23,"9",1992,9.72222222222222
53.5,1992-09-24,"9",1992,11.9444444444444
59.5,1992-09-25,"9",1992,15.2777777777778
63,1992-09-26,"9",1992,17.2222222222222
59,1992-09-27,"9",1992,15
49.5,1992-09-28,"9",1992,9.72222222222222
49.5,1992-09-29,"9",1992,9.72222222222222
53.5,1992-09-30,"9",1992,11.9444444444444
58.5,1992-10-01,"10",1992,14.7222222222222
63.5,1992-10-02,"10",1992,17.5
66,1992-10-03,"10",1992,18.8888888888889
59,1992-10-04,"10",1992,15
53,1992-10-05,"10",1992,11.6666666666667
53,1992-10-06,"10",1992,11.6666666666667
58,1992-10-07,"10",1992,14.4444444444444
57.5,1992-10-08,"10",1992,14.1666666666667
49,1992-10-09,"10",1992,9.44444444444444
51.5,1992-10-10,"10",1992,10.8333333333333
51.5,1992-10-11,"10",1992,10.8333333333333
53.5,1992-10-12,"10",1992,11.9444444444444
47,1992-10-13,"10",1992,8.33333333333333
55.5,1992-10-14,"10",1992,13.0555555555556
50,1992-10-15,"10",1992,10
40.5,1992-10-16,"10",1992,4.72222222222222
38.5,1992-10-17,"10",1992,3.61111111111111
35,1992-10-18,"10",1992,1.66666666666667
33,1992-10-19,"10",1992,0.555555555555556
45.5,1992-10-20,"10",1992,7.5
47,1992-10-21,"10",1992,8.33333333333333
57.5,1992-10-22,"10",1992,14.1666666666667
67,1992-10-23,"10",1992,19.4444444444444
51,1992-10-24,"10",1992,10.5555555555556
49,1992-10-25,"10",1992,9.44444444444444
49,1992-10-26,"10",1992,9.44444444444444
46.5,1992-10-27,"10",1992,8.05555555555556
50.5,1992-10-28,"10",1992,10.2777777777778
45,1992-10-29,"10",1992,7.22222222222222
45,1992-10-30,"10",1992,7.22222222222222
44,1992-10-31,"10",1992,6.66666666666667
